#   delphi     C(delphi)    Nphi
 5.0000  0.000823990     26583169
15.0000  0.000262539     26583116
25.0000  0.000141199     26572470
35.0000  0.000128388     26578686
45.0000  0.000115549     26576468
55.0000  0.000127001     26576176
65.0000  0.000094041     26573259
75.0000  0.000089504     26581857
85.0000  0.000092434     26568284
95.0000  0.000111788     26577741
105.0000  0.000040678     26575577
115.0000  0.000066688     26573590
125.0000 -0.000001553     26582743
135.0000 -0.000000256     26564008
145.0000  0.000050711     26569198
155.0000  0.000023784     26574782
165.0000  0.000043399     26568466
175.0000  0.000027266     26574063
