#   dely     C(y)    Ny
 0.0500  0.000379014     54306268
 0.1500  0.000175296     51653236
 0.2500  0.000131862     48524961
 0.3500  0.000134717     45276872
 0.4500  0.000125213     41961687
 0.5500  0.000099187     38553968
 0.6500  0.000098998     35103166
 0.7500  0.000134556     31615939
 0.8500  0.000038371     28130602
 0.9500 -0.000003273     24631126
 1.0500  0.000045569     21156762
 1.1500  0.000060914     17716232
 1.2500  0.000057273     14325959
 1.3500  0.000063214     11010358
 1.4500 -0.000035818      7774302
 1.5500 -0.000067483      4649160
 1.6500 -0.000023459      1806469
 1.7500  0.000173746       187730
 1.8500         -nan            0
 1.9500         -nan            0
