#   dely     C(y)    Ny
 0.0500  0.000403106     54312791
 0.1500  0.000201045     51660845
 0.2500  0.000184200     48533649
 0.3500  0.000136778     45274359
 0.4500  0.000094991     41950057
 0.5500  0.000078805     38573448
 0.6500  0.000083687     35107805
 0.7500  0.000111198     31617842
 0.8500  0.000058388     28116483
 0.9500  0.000034461     24641439
 1.0500  0.000050842     21149633
 1.1500  0.000062296     17712328
 1.2500 -0.000003704     14325838
 1.3500  0.000049801     11007648
 1.4500 -0.000035537      7778852
 1.5500  0.000113469      4650333
 1.6500 -0.000140670      1808220
 1.7500  0.000035897       188205
 1.8500         -nan            0
 1.9500         -nan            0
