#   delphi     C(delphi)    Nphi
 5.0000  0.000813325     26569804
15.0000  0.000253029     26586694
25.0000  0.000175115     26574257
35.0000  0.000143557     26586873
45.0000  0.000065061     26577311
55.0000  0.000103997     26576923
65.0000  0.000095181     26579267
75.0000  0.000080757     26578516
85.0000  0.000079692     26578146
95.0000  0.000065555     26576995
105.0000  0.000105566     26581907
115.0000  0.000077524     26577762
125.0000  0.000059653     26575686
135.0000  0.000039052     26586704
145.0000  0.000038308     26585360
155.0000  0.000027313     26587085
165.0000  0.000028755     26587745
175.0000  0.000031258     26572644
