#   dely     C(y)    Ny
 0.0500  0.000376302     54324252
 0.1500  0.000191670     51652116
 0.2500  0.000146158     48512162
 0.3500  0.000148465     45289533
 0.4500  0.000113300     41956924
 0.5500  0.000128536     38547330
 0.6500  0.000048789     35112532
 0.7500  0.000080680     31623133
 0.8500  0.000068433     28125850
 0.9500  0.000055755     24626288
 1.0500  0.000060921     21148854
 1.1500  0.000032103     17708044
 1.2500 -0.000006979     14321201
 1.3500  0.000054222     11007174
 1.4500 -0.000007255      7778902
 1.5500  0.000102495      4652570
 1.6500  0.000073680      1805766
 1.7500  0.000086521       187848
 1.8500         -nan            0
 1.9500         -nan            0
