#   delphi     C(delphi)    Nphi
 5.0000  0.000801450     26580916
15.0000  0.000270353     26584566
25.0000  0.000146996     26575046
35.0000  0.000119068     26575919
45.0000  0.000178347     26581741
55.0000  0.000100041     26576208
65.0000  0.000112158     26580744
75.0000  0.000077529     26579028
85.0000  0.000069426     26581920
95.0000  0.000033609     26582656
105.0000  0.000060913     26567148
115.0000  0.000038720     26575458
125.0000  0.000031866     26568037
135.0000  0.000011990     26578934
145.0000  0.000038691     26584631
155.0000  0.000064434     26578694
165.0000  0.000040750     26571853
175.0000 -0.000015522     26576747
