#   delphi     C(delphi)    Nphi
 5.0000  0.000785875     26570103
15.0000  0.000312969     26573976
25.0000  0.000214363     26587171
35.0000  0.000172159     26567163
45.0000  0.000079274     26586246
55.0000  0.000116590     26575924
65.0000  0.000155329     26580245
75.0000  0.000116494     26580187
85.0000  0.000046314     26586499
95.0000  0.000056311     26574946
105.0000  0.000109366     26576436
115.0000  0.000068357     26578740
125.0000  0.000061571     26576230
135.0000 -0.000023211     26570860
145.0000  0.000037476     26577868
155.0000  0.000067206     26575563
165.0000  0.000045864     26566530
175.0000  0.000050935     26574562
