#   dely     C(y)    Ny
 0.0500  0.000383431     54320429
 0.1500  0.000201672     51658057
 0.2500  0.000175701     48523623
 0.3500  0.000131052     45291487
 0.4500  0.000128080     41960375
 0.5500  0.000092846     38556766
 0.6500  0.000059457     35117089
 0.7500  0.000094942     31625281
 0.8500  0.000071537     28116449
 0.9500  0.000049781     24627023
 1.0500  0.000054695     21153224
 1.1500  0.000009231     17718639
 1.2500  0.000084259     14318481
 1.3500  0.000040815     11016257
 1.4500 -0.000004039      7778804
 1.5500  0.000047235      4651059
 1.6500  0.000001661      1809069
 1.7500 -0.000468045       187964
 1.8500         -nan            0
 1.9500         -nan            0
