   5.00   0.00081501 637869069.00000000   0.00000532
  15.00   0.00027189 637899947.00000000   0.00000531
  25.00   0.00019133 637900099.00000000   0.00000569
  35.00   0.00015275 637844966.00000000   0.00000545
  45.00   0.00012261 637848682.00000000   0.00000694
  55.00   0.00010459 637856153.00000000   0.00000442
  65.00   0.00010131 637860324.00000000   0.00000517
  75.00   0.00008345 637862398.00000000   0.00000532
  85.00   0.00007704 637836259.00000000   0.00000508
  95.00   0.00006722 637849637.00000000   0.00000410
 105.00   0.00006136 637838122.00000000   0.00000514
 115.00   0.00006264 637899940.00000000   0.00000397
 125.00   0.00004094 637859502.00000000   0.00000369
 135.00   0.00003897 637886691.00000000   0.00000467
 145.00   0.00005160 637866642.00000000   0.00000476
 155.00   0.00003882 637924913.00000000   0.00000495
 165.00   0.00004020 637810575.00000000   0.00000333
 175.00   0.00003491 637915676.00000000   0.00000336
