#   delphi     C(delphi)    Nphi
 5.0000  0.000849201     26585032
15.0000  0.000293473     26576856
25.0000  0.000199238     26582738
35.0000  0.000105063     26584645
45.0000  0.000131570     26564755
55.0000  0.000111400     26573810
65.0000  0.000075024     26581225
75.0000  0.000054791     26577545
85.0000  0.000069394     26581344
95.0000  0.000076553     26578039
105.0000  0.000086350     26574078
115.0000  0.000087210     26578621
125.0000  0.000055449     26577971
135.0000  0.000061176     26577217
145.0000  0.000064377     26574299
155.0000  0.000047514     26581207
165.0000  0.000029850     26583152
175.0000  0.000030934     26577991
