#   dely     C(y)    Ny
 0.0500  0.000368571     54303056
 0.1500  0.000218662     51645424
 0.2500  0.000129323     48529495
 0.3500  0.000120024     45285155
 0.4500  0.000124758     41950849
 0.5500  0.000057067     38552056
 0.6500  0.000062396     35104559
 0.7500  0.000070530     31625494
 0.8500  0.000082564     28124396
 0.9500  0.000029645     24626792
 1.0500  0.000001025     21140768
 1.1500  0.000050780     17710076
 1.2500  0.000018677     14330895
 1.3500  0.000037989     11003291
 1.4500 -0.000017109      7773929
 1.5500  0.000005451      4654236
 1.6500  0.000040421      1804917
 1.7500 -0.000193621       188265
 1.8500         -nan            0
 1.9500         -nan            0
