#   delphi     C(delphi)    Nphi
 5.0000  0.000804520     26573636
15.0000  0.000261148     26577273
25.0000  0.000195940     26576368
35.0000  0.000127483     26582180
45.0000  0.000104282     26578443
55.0000  0.000087093     26582970
65.0000  0.000042657     26570864
75.0000  0.000095267     26573251
85.0000  0.000075533     26573617
95.0000  0.000049241     26583550
105.0000 -0.000010710     26585109
115.0000  0.000062180     26574128
125.0000  0.000044386     26580505
135.0000  0.000045935     26581397
145.0000  0.000065726     26578588
155.0000  0.000006742     26580338
165.0000  0.000022757     26580638
175.0000  0.000014912     26589252
