#   delphi     C(delphi)    Nphi
 5.0000  0.000864570     26573140
15.0000  0.000259903     26581795
25.0000  0.000201831     26575653
35.0000  0.000163127     26578859
45.0000  0.000164528     26575034
55.0000  0.000108327     26569247
65.0000  0.000083859     26563548
75.0000  0.000106783     26578524
85.0000  0.000134326     26583942
95.0000  0.000048153     26576036
105.0000  0.000058600     26581599
115.0000  0.000056301     26582712
125.0000  0.000039528     26583582
135.0000  0.000054533     26586811
145.0000  0.000029510     26570786
155.0000  0.000042073     26573217
165.0000  0.000054899     26575880
175.0000  0.000013877     26584688
